file,line,column,code,message
content/exercises/crouzet/pcsi/08/cmlw.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/08/mOqL.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""exercicetags{géométrie,cercle,démonstration}""."
content/exercises/crouzet/pcsi/08/mOqL.tex,7,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/09/9g2N.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/09/BsK7.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/09/KFJI.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/09/MPpO.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/09/UC5O.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/09/a3Ec.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/09/egNH.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/09/lR40.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/09/mGNr.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/09/trcG.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/09/xcLe.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/09/zPra.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/10/IN28.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/10/Jvru.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/10/Jwa6.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/10/KiVm.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/10/OMwU.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/10/Odn4.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/10/Ov62.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/10/REJN.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/10/Slja.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{20}""."
content/exercises/crouzet/pcsi/10/UqDT.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/10/bR1F.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{30}""."
content/exercises/crouzet/pcsi/10/grpY.tex,14,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,21,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,22,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,28,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,29,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,35,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,36,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,46,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,47,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,53,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,54,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,64,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,65,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,74,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,75,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,81,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,82,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,91,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,92,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,99,1,content-outside-contenu,La commande \question{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,100,1,content-outside-contenu,La commande \reponse{...} doit être dans \contenu{...}.
content/exercises/crouzet/pcsi/10/grpY.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/crouzet/pcsi/10/grpY.tex,14,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{\begin{enumerate}""."
content/exercises/crouzet/pcsi/10/grpY.tex,15,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour tout entier $n\neq 0$,""."
content/exercises/crouzet/pcsi/10/grpY.tex,16,8,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=n^3\left(-1+\frac{3}{n}-\frac{2}{n^2}+\frac{1}{n^3}\right)$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,17,6,text-outside-contenu,"Texte hors \contenu{...}: ""Puisque $\displaystyle{\lim_{n\rightarrow +\infty} \frac{3}{n}=\lim_{n\rightarrow +\infty}""."
content/exercises/crouzet/pcsi/10/grpY.tex,18,9,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} -1+\frac{3}{n}-\frac{2}{n^2}+\frac{1}{n^3}=-1$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,19,6,text-outside-contenu,"Texte hors \contenu{...}: ""Enfin, $\displaystyle{\lim_{n\rightarrow +\infty} n^3=+\infty}$. Par produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,20,9,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n = -\infty$$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,21,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=-n^3+3n^2-2n+1}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,22,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{\textit{Autre possibilité} : d'après la règle du terme de plus haut degré,""."
content/exercises/crouzet/pcsi/10/grpY.tex,23,6,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n = \lim_{n\rightarrow +\infty} -n^3 = -\infty$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,24,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour tout entier $n\neq 0$,""."
content/exercises/crouzet/pcsi/10/grpY.tex,25,7,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=\frac{n\left(2+\frac{1}{n}\right)}{n\left(\frac{1}{n}-4\right)}=\frac{\left(2+\frac{1}""."
content/exercises/crouzet/pcsi/10/grpY.tex,26,5,text-outside-contenu,"Texte hors \contenu{...}: ""Puisque $\displaystyle{\lim_{n\rightarrow +\infty} \frac{1}{n}=0}$, par somme et produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,27,8,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} 2+\frac{1}{n}=2 \textrm{ et } \lim_{n\rightarrow +\infty} \frac""."
content/exercises/crouzet/pcsi/10/grpY.tex,28,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{2n+1}{1-4n}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,29,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Par quotient,""."
content/exercises/crouzet/pcsi/10/grpY.tex,30,8,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n = \frac{2}{-4} = -\frac{1}{2}$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,31,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Même méthode que précédemment. Pour $n\neq 0$, on a""."
content/exercises/crouzet/pcsi/10/grpY.tex,32,7,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=\frac{n^2\left( 2+\frac{1}{n^2} \right)}{n\left( 1-\frac{1}{n}\right)}=n\frac{\left( 2""."
content/exercises/crouzet/pcsi/10/grpY.tex,33,5,text-outside-contenu,"Texte hors \contenu{...}: ""Puisque $\displaystyle{\lim_{n\rightarrow +\infty} \frac{1}{n}=\lim_{n\rightarrow +\infty}""."
content/exercises/crouzet/pcsi/10/grpY.tex,34,8,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} 2+\frac{1}{n^2} =2 \textrm{ et } \lim_{n\rightarrow +\infty} 1-""."
content/exercises/crouzet/pcsi/10/grpY.tex,35,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{2n^2+1}{n-1}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,36,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Par quotient""."
content/exercises/crouzet/pcsi/10/grpY.tex,37,8,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \frac{\left( 2+\frac{1}{n^2} \right)}{\left( 1-\frac{1}{n}\righ""."
content/exercises/crouzet/pcsi/10/grpY.tex,38,5,text-outside-contenu,"Texte hors \contenu{...}: ""Enfin, puisque $\displaystyle{\lim_{n\rightarrow +\infty} n=+\infty}$, par produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,39,8,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n=+\infty$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,40,3,text-outside-contenu,"Texte hors \contenu{...}: ""item \textbf{Réflexe} : lorsqu'il y a $(-1)^n$, on pense directement au théorème d'encadre""."
content/exercises/crouzet/pcsi/10/grpY.tex,41,4,text-outside-contenu,"Texte hors \contenu{...}: ""1\leq (-1)^n \leq 1$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,42,1,text-outside-contenu,"Texte hors \contenu{...}: ""Donc pour tout $n\neq 0$""."
content/exercises/crouzet/pcsi/10/grpY.tex,43,3,text-outside-contenu,"Texte hors \contenu{...}: ""3\leq (-1)^n +4\leq 5$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,44,1,text-outside-contenu,"Texte hors \contenu{...}: ""et donc""."
content/exercises/crouzet/pcsi/10/grpY.tex,45,4,text-outside-contenu,"Texte hors \contenu{...}: ""frac{3}{n^2} \leq u_n \leq \frac{5}{n^2} \textrm{ car $n^2>0$.}$$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,46,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{(-1)^n+4}{n^2}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,47,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Puisque $\displaystyle{\lim_{n\rightarrow +\infty} \frac{3}{n^2}=\lim_{n\rightarro""."
content/exercises/crouzet/pcsi/10/grpY.tex,48,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Même réflexe que précédemment. Pour tout entier $n$,""."
content/exercises/crouzet/pcsi/10/grpY.tex,49,4,text-outside-contenu,"Texte hors \contenu{...}: ""1 \leq (-1)^{n^3+1} \leq 1$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,50,1,text-outside-contenu,"Texte hors \contenu{...}: ""donc""."
content/exercises/crouzet/pcsi/10/grpY.tex,51,4,text-outside-contenu,"Texte hors \contenu{...}: ""frac{-2}{n+2} \leq u_n \leq \frac{2}{n+2} \textrm{ (car $n+2>0$)}$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,52,1,text-outside-contenu,"Texte hors \contenu{...}: ""Puisque $\displaystyle{\lim_{n\rightarrow +\infty} \frac{-2}{n+2}=\lim_{n\rightarrow +\inf""."
content/exercises/crouzet/pcsi/10/grpY.tex,53,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{2(-1)^{n^3+1}}{n+2}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,54,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{$$\lim_{n\rightarrow +\infty} u_n=0$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,55,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour $n\neq 0$, on a""."
content/exercises/crouzet/pcsi/10/grpY.tex,56,3,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=n^3\left( 3+\frac{4}{n}+\frac{2}{n^2}-\frac{1}{n^3}\right)$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,57,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par somme,""."
content/exercises/crouzet/pcsi/10/grpY.tex,58,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} 3+\frac{4}{n}+\frac{2}{n^2}-\frac{1}{n^3}=3$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,59,1,text-outside-contenu,"Texte hors \contenu{...}: ""Enfin, $\displaystyle{\lim_{n\rightarrow +\infty} n^3=+\infty}$. Par produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,60,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n=+\infty$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,61,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour tout $n\neq 0$, on a""."
content/exercises/crouzet/pcsi/10/grpY.tex,62,3,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=\frac{n\left( -3+\frac{1}{n}\right)}{n\left(\frac{2}{n}-3\right)}=""."
content/exercises/crouzet/pcsi/10/grpY.tex,63,2,text-outside-contenu,"Texte hors \contenu{...}: ""frac{\left( -3+\frac{1}{n}\right)}{\left(\frac{2}{n}-3\right)}$$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,64,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=3n^3+4n^2+2n-1}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,65,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Par somme et produit,""."
content/exercises/crouzet/pcsi/10/grpY.tex,66,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} -3+\frac{1}{n} = -3 \textrm{ et } \lim_{n\rightarrow +\infty} \""."
content/exercises/crouzet/pcsi/10/grpY.tex,67,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par quotient,""."
content/exercises/crouzet/pcsi/10/grpY.tex,68,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n= \frac{-3}{-3}=1$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,69,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour tout $n\neq 0$,""."
content/exercises/crouzet/pcsi/10/grpY.tex,70,3,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=\frac{n^2\left(1+\frac{3}{n}+\frac{1}{n^2}\right)}{n\left(2+\frac{1}{n}\right)}=""."
content/exercises/crouzet/pcsi/10/grpY.tex,71,1,text-outside-contenu,"Texte hors \contenu{...}: ""n\frac{1+\frac{3}{n}+\frac{1}{n^2}}{2+\frac{1}{n}}$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,72,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par somme et produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,73,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} 1+\frac{3}{n}+\frac{1}{n^2}=1 \textrm{ et } \lim_{n\rightarrow ""."
content/exercises/crouzet/pcsi/10/grpY.tex,74,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{-3n+1}{2-3n}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,75,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Par quotient""."
content/exercises/crouzet/pcsi/10/grpY.tex,76,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \frac{1+\frac{3}{n}+\frac{1}{n^2}}{2+\frac{1}{n}}=\frac{1}{2}$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,77,1,text-outside-contenu,"Texte hors \contenu{...}: ""Enfin, $\displaystyle{\lim_{n\rightarrow +\infty} n = +\infty}$. Par produit,""."
content/exercises/crouzet/pcsi/10/grpY.tex,78,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n=+\infty$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,79,3,text-outside-contenu,"Texte hors \contenu{...}: ""item \textbf{Réflexe} : lorsque l'on a des puissances ainsi, on met en facteur la plus gra""."
content/exercises/crouzet/pcsi/10/grpY.tex,80,3,text-outside-contenu,"Texte hors \contenu{...}: ""u_n=\frac{5^n\left( \frac{2^n}{5^n} +\frac{4^n}{5^n}-1\right)}{5^n\left(\frac{3^n}{5^n}+2\""."
content/exercises/crouzet/pcsi/10/grpY.tex,81,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{n^2+3n+1}{2n+1}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,82,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{Puisque $-1< \frac{2}{5} < 1$, $-1< \frac{4}{5}<1$ et $-1< \frac{3}{5} < 1$, on a""."
content/exercises/crouzet/pcsi/10/grpY.tex,83,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{2}{5}\right)^n=""."
content/exercises/crouzet/pcsi/10/grpY.tex,84,2,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{4}{5}\right)^n=""."
content/exercises/crouzet/pcsi/10/grpY.tex,85,2,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{3}{5}\right)^n=0$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,86,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par somme,""."
content/exercises/crouzet/pcsi/10/grpY.tex,87,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{2}{5}\right)^n +\left(\frac{4}{5}\right)^n-1=-1 \te""."
content/exercises/crouzet/pcsi/10/grpY.tex,88,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par quotient,""."
content/exercises/crouzet/pcsi/10/grpY.tex,89,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n=\frac{-1}{2}$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,90,3,text-outside-contenu,"Texte hors \contenu{...}: ""item Pour tout entier $n$,}""."
content/exercises/crouzet/pcsi/10/grpY.tex,91,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{2^n+4^n-5^n}{3^n+2\times 5^n}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,92,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{$$u_n=\frac{4^n\left(2\left(\frac{3}{4}\right)^n - 1\right)}{7^n\left(1-\left(\fra""."
content/exercises/crouzet/pcsi/10/grpY.tex,93,1,text-outside-contenu,"Texte hors \contenu{...}: ""Puisque $-1 < \frac{4}{7} <1$, $-1<\frac{3}{4}<1$ et $-1<\frac{1}{7}<1$, on a""."
content/exercises/crouzet/pcsi/10/grpY.tex,94,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{4}{7} \right)^n =""."
content/exercises/crouzet/pcsi/10/grpY.tex,95,2,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{3}{4} \right)^n =""."
content/exercises/crouzet/pcsi/10/grpY.tex,96,2,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \left(\frac{1}{7} \right)^n = 0$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,97,1,text-outside-contenu,"Texte hors \contenu{...}: ""Par somme, produit et quotient""."
content/exercises/crouzet/pcsi/10/grpY.tex,98,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} \frac{2\left(\frac{3}{4}\right)^n - 1}{1-\left(\frac{1}{7}\righ""."
content/exercises/crouzet/pcsi/10/grpY.tex,99,2,text-outside-contenu,"Texte hors \contenu{...}: ""question{$\displaystyle{u_n=\frac{2\times 3^n-4^n}{7^n-1}}$}""."
content/exercises/crouzet/pcsi/10/grpY.tex,100,2,text-outside-contenu,"Texte hors \contenu{...}: ""reponse{et par produit""."
content/exercises/crouzet/pcsi/10/grpY.tex,101,4,text-outside-contenu,"Texte hors \contenu{...}: ""lim_{n\rightarrow +\infty} u_n=0$$""."
content/exercises/crouzet/pcsi/10/grpY.tex,102,2,text-outside-contenu,"Texte hors \contenu{...}: ""end{enumerate}}""."
content/exercises/crouzet/pcsi/10/grpY.tex,13,16,untyped-content-text,"Texte dans \contenu{...} hors \texte{}, \question{}, \indication{} ou \reponse{}: ""5pt""."
content/exercises/crouzet/pcsi/10/iOpj.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/10/iuc7.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{10}""."
content/exercises/crouzet/pcsi/10/lI9G.tex,6,2,text-outside-contenu,"Texte hors \contenu{...}: ""duree{15}""."
content/exercises/exo7/1-L1/05M7.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/07p7.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/09nY.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0JXV.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0OKU.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0P3B.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0YT9.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0Yfu.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0ZwF.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0ae7.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0apo.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0gkJ.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0iN1.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0mRb.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0n5Z.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0p8Y.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0xno.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/0z7E.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/11kA.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/18cb.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/19Fn.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1BDe.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1HP8.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1O2e.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1OZm.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1Rep.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1VJf.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1Y8z.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1dW1.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1j93.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1qqf.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1wBY.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/1xkO.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/25HC.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/25sM.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/27zD.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2DW2.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2Esr.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2G1B.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2Ns6.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2Qua.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2SE8.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2U8Z.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2XBn.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2bgw.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
content/exercises/exo7/1-L1/2eB8.tex,1,1,missing-question,Le contenu doit contenir au moins une \question{...}.
